Fullname,First Name,Last Name,Temporary ID,Original Created Date,Address,Country,City,Country City Detection,Country Detection,Email,Phone,Original Industry
Alexander Robertson,Alexander,Robertson,460469,2021-05-26,"Epworth  Drive, 6981",England,Oxford,City,"('England', 'Oxford')",alexander_robertson1735859049@kideod.biz,(+44) 7641703713,;Dairy products;Fruit and vegetables
Alexander Rodgers,Alexander,Rodgers,461354,2021-10-22,"Chamberlain  Tunnel, 409",England,Milton Keynes,City,"('England', 'Milton Keynes')",alexander_rodgers575302471@iatim.tech,(+44) 3680155432,;Dairy products;Fruit and vegetables
Alexander Roscoe,Alexander,Roscoe,460702,2021-10-08,"Biggerstaff   Street, 4024",Ireland,Limerick,City,"('Ireland', 'Limerick')",alexander_roscoe753006967@joiniaa.com,(+353) 1740132258,;Meat;Milling
Alexander Ross,Alexander,Ross,461514,2021-09-17,"Charterhouse  Road, 9213",Ireland,Waterford,City,"('Ireland', 'Waterford')",alexander_ross1072258803@nanoff.biz,(+353) 377550730,;Bakery products;Dairy products
Alexander Shields,Alexander,Shields,457904,2021-07-11,"Underwood  Avenue, 8384",England,Oxford,City,"('England', 'Oxford')",alexander_shields491661478@gompie.com,(+44) 6051620050,;Dairy products;Milling
Alexander Taylor,Alexander,Taylor,454844,2021-12-25,"Spruce Lane, 2610",Ireland,Waterford,City,"('Ireland', 'Waterford')",alexander_taylor886543026@elnee.tech,(+353) 8450040073,;Meat;Milling
Alexander Whitehouse,Alexander,Whitehouse,460190,2021-08-15,"Apsley    Way, 4088",Ireland,Waterford,City,"('Ireland', 'Waterford')",alexander_whitehouse1244392118@grannar.com,(+353) 1377858070,;Animal feeds;Milling
Alexander Wooldridge,Alexander,Wooldridge,460233,2021-12-07,"Enford   Grove, 1469",England,Plymouth,City,"('England', 'Plymouth')",alexander_wooldridge1147429844@eirey.tech,(+44) 1724450183,;Bakery products;Fruit and vegetables
Alexander Yang,Alexander,Yang,460365,2021-12-31,"Caroline  Hill, 9826",England,Winchester,City,"('England', 'Winchester')",alexander_yang711963282@deavo.com,(+44) 367868341,;Bakery products;Fruit and vegetables
Alexia Hudson,Alexia,Hudson,459763,2021-01-24,"Jackson Rue, 4442",Ireland,-,Country,"('Ireland', '-')",alexia_hudson442485398@ubusive.com,(+353) 7340473312,;Fruit and vegetables
Alexia Newman,Alexia,Newman,457924,2021-07-01,"English   Route, 8157",England,Plymouth,City,"('England', 'Plymouth')",alexia_newman1722136935@liret.org,(+44) 721480207,;Poultry and fish;Milling
Alexia Parker,Alexia,Parker,462301,2021-04-18,"Westbourne Drive, 7233",Ireland,-,Country,"('Ireland', '-')",alexia_parker1344967645@bungar.biz,(+353) 8615350183,;Poultry and fish;Fruit and vegetables
Alexia Vallory,Alexia,Vallory,454632,2021-12-14,"Underwood  Drive, 3292",England,London,City,"('England', 'London')",alexia_vallory623812648@joiniaa.com,(+44) 1705372187,;Animal feeds
Alison Cooper,Alison,Cooper,454185,2021-10-20,"Fairholt   Road, 6796",England,Winchester,City,"('England', 'Winchester')",alison_cooper1362916357@bulaffy.com,(+44) 7062785822,;Meat;Fruit and vegetables
Alison Herbert,Alison,Herbert,459772,2021-08-05,"Thomas More   Boulevard, 648",Ireland,-,Country,"('Ireland', '-')",alison_herbert2115044449@jiman.org,(+353) 8215086630,;Poultry and fish;Animal feeds
Alison Rowlands,Alison,Rowlands,460828,2021-11-26,"English   Drive, 879",England,Milton Keynes,City,"('England', 'Milton Keynes')",alison_rowlands599643336@qater.org,(+44) 265331071,;Meat;Fruit and vegetables
Alison Shea,Alison,Shea,450748,2021-06-23,"Adderley   Street, 3055",Ireland,-,Country,"('Ireland', '-')",alison_shea256009823@tonsy.org,(+353) 2477140434,;Bakery products;Animal feeds
Ally Cartwright,Ally,Cartwright,461522,2021-06-08,"Tilson  Route, 6393",England,Milton Keynes,City,"('England', 'Milton Keynes')",ally_cartwright1903432118@guentu.biz,(+44) 6771638881,;Dairy products
Ally Smith,Ally,Smith,452783,2021-11-22,"Clifton  Pass, 5216",Ireland,-,Country,"('Ireland', '-')",ally_smith600500464@womeona.net,(+353) 2708308184,;Fruit and vegetables
Alma Dixon,Alma,Dixon,447132,2021-06-29,"Hampden  Route, 9184",Ireland,-,Country,"('Ireland', '-')",alma_dixon573604059@brety.org,(+353) 2224857102,;Meat;Fruit and vegetables
Alma Farrant,Alma,Farrant,452546,2021-05-07,"Clere  Rue, 9461",England,Milton Keynes,City,"('England', 'Milton Keynes')",alma_farrant1640834470@deons.tech,(+44) 1237418683,;Animal feeds
Alma Wright,Alma,Wright,463706,2021-05-27,"Blake  Way, 792",Ireland,Waterford,City,"('Ireland', 'Waterford')",alma_wright2054101970@supunk.biz,(+353) 6687483538,;Fruit and vegetables
Amelia Eastwood,Amelia,Eastwood,457942,2021-09-24,"Collingwood  Boulevard, 9543",England,Winchester,City,"('England', 'Winchester')",amelia_eastwood1696946157@atink.com,(+44) 6408477342,;Milling
Amy Collins,Amy,Collins,461716,2021-05-12,"Beaconsfield  Hill, 2809",England,Plymouth,City,"('England', 'Plymouth')",amy_collins784352516@vetan.org,(+44) 6583248737,;Dairy products;Poultry and fish
Anabel Mason,Anabel,Mason,448182,2021-06-06,"Vincent  Way, 1819",England,Winchester,City,"('England', 'Winchester')",anabel_mason1490328591@deavo.com,(+44) 3676086831,;Poultry and fish;Milling
Anabelle Ebbs,Anabelle,Ebbs,461358,2021-04-29,"Anns  Street, 5998",Ireland,-,Country,"('Ireland', '-')",anabelle_ebbs494909366@extex.org,(+353) 1108124612,;Bakery products;Animal feeds
Anabelle Gilmour,Anabelle,Gilmour,459784,2021-10-17,"Caldwell   Road, 1237",Ireland,Dublin,City,"('Ireland', 'Dublin')",anabelle_gilmour81578353@nimogy.biz,(+353) 6256750475,;Fruit and vegetables
Anabelle Graves,Anabelle,Graves,450899,2021-01-09,"Kingly  Street, 5904",England,Oxford,City,"('England', 'Oxford')",anabelle_graves244142375@jiman.org,(+44) 4076100622,;Bakery products;Milling
Anais Alexander,Anais,Alexander,456904,2021-08-15,"Charterhouse  Road, 1122",England,Milton Keynes,City,"('England', 'Milton Keynes')",anais_alexander679549427@famism.biz,(+44) 8654072613,;Bakery products;Poultry and fish
Anais Hudson,Anais,Hudson,447083,2021-07-07,"Bethwin  Walk, 7952",Ireland,Limerick,City,"('Ireland', 'Limerick')",anais_hudson1499716452@bauros.biz,(+353) 6721546205,;Bakery products;Dairy products
Anais May,Anais,May,456909,2021-12-18,"Balfe   Grove, 1791",England,Plymouth,City,"('England', 'Plymouth')",anais_may122326327@supunk.biz,(+44) 5485487837,;Dairy products
Analise Kent,Analise,Kent,460752,2021-07-09,"Thomas  Tunnel, 5802",England,-,Country,"('England', '-')",analise_kent1892833221@brety.org,(+44) 7438042870,;Meat;Animal feeds
Analise Moss,Analise,Moss,454132,2021-11-12,"Duthie   Walk, 8529",England,Oxford,City,"('England', 'Oxford')",analise_moss2123349686@deons.tech,(+44) 4641541502,;Bakery products;Animal feeds
Analise Norris,Analise,Norris,463001,2021-03-29,"Vine  Pass, 9336",Ireland,Waterford,City,"('Ireland', 'Waterford')",analise_norris1482086122@extex.org,(+353) 1288607271,;Bakery products
Analise Pond,Analise,Pond,463251,2021-08-07,"Elia   Crossroad, 5087",Ireland,-,Country,"('Ireland', '-')",analise_pond277062051@irrepsy.com,(+353) 4878112866,;Bakery products;Dairy products
Andie Edler,Andie,Edler,459024,2021-07-19,"Falconberg   Drive, 5698",Ireland,-,Country,"('Ireland', '-')",andie_edler1668569249@guentu.biz,(+353) 1448316381,;Animal feeds;Milling
Andrea Payne,Andrea,Payne,463651,2021-08-12,"Lincoln Avenue, 1258",England,Winchester,City,"('England', 'Winchester')",andrea_payne949362578@nimogy.biz,(+44) 4256250024,;Milling
Andrea Preston,Andrea,Preston,460242,2021-11-29,"Cliffords  Hill, 3685",England,London,City,"('England', 'London')",andrea_preston1332984028@atink.com,(+44) 41222007,;Poultry and fish;Animal feeds
Andrea Rehman,Andrea,Rehman,459766,2021-06-23,"St. Pauls  Street, 1524",Ireland,Cork,City,"('Ireland', 'Cork')",andrea_rehman2102786671@nanoff.biz,(+353) 5237656720,;Meat;Fruit and vegetables
Andrea Roberts,Andrea,Roberts,457506,2021-11-14,"Unwin  Boulevard, 2230",England,Oxford,City,"('England', 'Oxford')",andrea_roberts947513676@twipet.com,(+44) 1708516354,;Animal feeds
Andrea Rycroft,Andrea,Rycroft,447150,2021-08-01,"Anns  Lane, 367",England,London,City,"('England', 'London')",andrea_rycroft2006711639@kideod.biz,(+44) 8463062547,;Fruit and vegetables;Milling
Andrea Terry,Andrea,Terry,461712,2021-12-01,"Fairfield  Route, 6365",Ireland,Waterford,City,"('Ireland', 'Waterford')",andrea_terry2048067974@irrepsy.com,(+353) 2663616843,;Fruit and vegetables
Angel Abbey,Angel,Abbey,461365,2021-05-04,"Wakley   Lane, 9150",Ireland,Dublin,City,"('Ireland', 'Dublin')",angel_abbey1899863347@supunk.biz,(+353) 268135216,;Animal feeds
Angel Foxley,Angel,Foxley,461516,2021-12-22,"Timothy  Drive, 7196",England,London,City,"('England', 'London')",angel_foxley1203562200@irrepsy.com,(+44) 842547171,;Milling
Angel Pope,Angel,Pope,454586,2021-07-29,"Sundown Boulevard, 177",England,Oxford,City,"('England', 'Oxford')",angel_pope1215127892@vetan.org,(+44) 5416655160,;Dairy products;Poultry and fish
Angel Ramsey,Angel,Ramsey,461051,2021-09-23,"Rail Avenue, 9990",England,Winchester,City,"('England', 'Winchester')",angel_ramsey153969822@eirey.tech,(+44) 2121873144,;Poultry and fish;Fruit and vegetables
Angel Whinter,Angel,Whinter,460807,2021-02-24,"Chapel  Lane, 7734",Ireland,Dublin,City,"('Ireland', 'Dublin')",angel_whinter186149725@twipet.com,(+353) 3626865806,;Dairy products;Meat
Angela Evans,Angela,Evans,457520,2021-05-07,"Catherine  Alley, 4687",Ireland,Dublin,City,"('Ireland', 'Dublin')",angela_evans1100524756@guentu.biz,(+353) 7574131680,;Fruit and vegetables
Angela Wright,Angela,Wright,460359,2021-12-29,"Cliffords  Boulevard, 4836",Ireland,-,Country,"('Ireland', '-')",angela_wright1627350027@acrit.org,(+353) 7140624578,;Poultry and fish;Animal feeds
Angelica Foxley,Angelica,Foxley,457604,2021-11-19,"Adderley   Route, 186",England,-,Country,"('England', '-')",angelica_foxley233218888@gmail.com,(+44) 3586381587,;Meat;Fruit and vegetables
Angelica Matthews,Angelica,Matthews,447145,2021-08-14,"Eaglet  Street, 6816",England,Plymouth,City,"('England', 'Plymouth')",angelica_matthews919704283@nanoff.biz,(+44) 8477535834,;Meat
Angelica Mccormick,Angelica,Mccormick,460212,2021-04-24,"Bendmore  Street, 737",Ireland,Waterford,City,"('Ireland', 'Waterford')",angelica_mccormick2031778220@eirey.tech,(+353) 7446053371,;Dairy products;Animal feeds
Angelica Ventura,Angelica,Ventura,460689,2021-07-01,"Apsley    Crossroad, 8069",England,Milton Keynes,City,"('England', 'Milton Keynes')",angelica_ventura1076604371@gompie.com,(+44) 5385334863,;Dairy products
Angelina Gordon,Angelina,Gordon,460860,2021-06-13,"Monroe Boulevard, 6874",Ireland,Waterford,City,"('Ireland', 'Waterford')",angelina_gordon1576674613@womeona.net,(+353) 8852713343,;Poultry and fish;Animal feeds
Angelina Harrington,Angelina,Harrington,452545,2021-06-25,"Ayres   Hill, 1274",Ireland,Dublin,City,"('Ireland', 'Dublin')",angelina_harrington1579181374@bauros.biz,(+353) 5650370720,;Fruit and vegetables;Milling
Angelina Parker,Angelina,Parker,458514,2021-12-21,"Collingwood  Tunnel, 3863",England,Oxford,City,"('England', 'Oxford')",angelina_parker193602543@hourpy.biz,(+44) 677041854,;Poultry and fish;Fruit and vegetables
Angelina Richards,Angelina,Richards,460388,2021-05-11,"Clifton  Grove, 9847",Ireland,Cork,City,"('Ireland', 'Cork')",angelina_richards1766614043@womeona.net,(+353) 7444811531,;Bakery products;Poultry and fish
Angelina Wright,Angelina,Wright,460704,2021-11-21,"Cable    Street, 9953",England,Winchester,City,"('England', 'Winchester')",angelina_wright12572911@acrit.org,(+44) 5704275755,;Animal feeds;Milling
Angelique Isaac,Angelique,Isaac,460805,2021-05-10,"Clerkenwell Rue, 4255",England,Plymouth,City,"('England', 'Plymouth')",angelique_isaac1550872090@bulaffy.com,(+44) 2834844862,;Dairy products;Milling
Angelique Johnson,Angelique,Johnson,459672,2021-02-10,"Thrale   Alley, 8213",Ireland,Limerick,City,"('Ireland', 'Limerick')",angelique_johnson2059173196@corti.com,(+353) 676871135,;Animal feeds
Angelique Kelly,Angelique,Kelly,456906,2021-06-08,"Pine Boulevard, 5861",Ireland,-,Country,"('Ireland', '-')",angelique_kelly1690655092@liret.org,(+353) 8605622176,;Dairy products
Angelique Quinton,Angelique,Quinton,454596,2021-04-11,"Lake Way, 2761",Ireland,Dublin,City,"('Ireland', 'Dublin')",angelique_quinton269528266@deavo.com,(+353) 6526747502,;Dairy products
Anthony Anderson,Anthony,Anderson,455503,2021-11-29,"Woodland Hill, 3552",Ireland,Dublin,City,"('Ireland', 'Dublin')",anthony_anderson1364524132@gmail.com,(+353) 6244481140,;Milling
Anthony Appleton,Anthony,Appleton,454990,2021-07-19,"Kingly  Alley, 4802",Ireland,Dublin,City,"('Ireland', 'Dublin')",anthony_appleton1863587085@deons.tech,(+353) 440282082,;Meat;Milling
Anthony Baker,Anthony,Baker,455789,2021-08-01,"Longman   Way, 6193",Ireland,Waterford,City,"('Ireland', 'Waterford')",anthony_baker1534797630@infotech44.tech,(+353) 455380617,;Animal feeds;Milling
Anthony Calderwood,Anthony,Calderwood,454568,2021-04-26,"Howard Drive, 4781",England,-,Country,"('England', '-')",anthony_calderwood1188607108@famism.biz,(+44) 7417007005,;Fruit and vegetables
Anthony Dempsey,Anthony,Dempsey,459670,2021-11-02,"Black Swan  Road, 193",England,Oxford,City,"('England', 'Oxford')",anthony_dempsey400267698@zorer.org,(+44) 3703814767,;Poultry and fish
Anthony Dyson,Anthony,Dyson,454136,2021-11-01,"Bond Crossroad, 6370",Ireland,Dublin,City,"('Ireland', 'Dublin')",anthony_dyson1899872608@deavo.com,(+353) 7886787072,;Animal feeds;Milling
Anthony Evans,Anthony,Evans,461951,2021-10-15,"Aberavon  Road, 1781",Ireland,Waterford,City,"('Ireland', 'Waterford')",anthony_evans2003873625@extex.org,(+353) 4774228762,;Meat;Fruit and vegetables
Anthony Forester,Anthony,Forester,448187,2021-05-21,"Lincoln Boulevard, 7478",England,Milton Keynes,City,"('England', 'Milton Keynes')",anthony_forester15332669@gompie.com,(+44) 864274210,;Bakery products;Meat
Anthony Fox,Anthony,Fox,461701,2021-07-28,"Caslon   Drive, 3137",Ireland,-,Country,"('Ireland', '-')",anthony_fox677955251@jiman.org,(+353) 2535401477,;Meat;Milling
Anthony Gibson,Anthony,Gibson,447141,2021-11-12,"Rosewood Grove, 5732",England,Oxford,City,"('England', 'Oxford')",anthony_gibson1061370378@deons.tech,(+44) 1365413034,;Dairy products;Meat
Anthony Glass,Anthony,Glass,454846,2021-12-20,"Blackall   Route, 5234",Ireland,Limerick,City,"('Ireland', 'Limerick')",anthony_glass1234332681@typill.biz,(+353) 5671611645,;Bakery products;Dairy products;Animal feeds
Anthony Griffiths,Anthony,Griffiths,455781,2021-09-15,"Marina  Walk, 4037",England,Winchester,City,"('England', 'Winchester')",anthony_griffiths2030285208@nanoff.biz,(+44) 4813031155,;Meat;Dairy products
Anthony Harrington,Anthony,Harrington,460358,2021-11-21,"Lake Avenue, 5234",Ireland,-,Country,"('Ireland', '-')",anthony_harrington559333461@nanoff.biz,(+353) 8786784423,;Dairy products;Milling
Anthony Hudson,Anthony,Hudson,454573,2021-06-22,"Battis   Pass, 2574",Ireland,Limerick,City,"('Ireland', 'Limerick')",anthony_hudson1065469929@sheye.org,(+353) 5284632760,;Dairy products;Fruit and vegetables
Anthony Jeffery,Anthony,Jeffery,454832,2021-09-26,"Caxton  Route, 618",Ireland,Cork,City,"('Ireland', 'Cork')",anthony_jeffery1981713729@eirey.tech,(+353) 4356327772,;Milling
Anthony Jobson,Anthony,Jobson,458512,2021-12-24,"Queen Caroline   Hill, 4861",Ireland,Waterford,City,"('Ireland', 'Waterford')",anthony_jobson752104730@twipet.com,(+353) 3584002371,;Poultry and fish;Animal feeds
Anthony Mason,Anthony,Mason,460248,2021-02-12,"Waldram Park  Route, 3461",England,London,City,"('England', 'London')",anthony_mason504555562@sveldo.biz,(+44) 7126620165,;Meat;Fruit and vegetables
Anthony Norton,Anthony,Norton,460230,2021-03-24,"Chicksand  Rue, 7838",England,Milton Keynes,City,"('England', 'Milton Keynes')",anthony_norton560699012@brety.org,(+44) 287707383,;Animal feeds;Milling
Anthony Palmer,Anthony,Palmer,454978,2021-03-02,"Camden  Grove, 1618",Ireland,Cork,City,"('Ireland', 'Cork')",anthony_palmer1315535323@twace.org,(+353) 1386881838,;Meat;Poultry and fish
Anthony Reid,Anthony,Reid,460674,2021-06-23,"Magnolia Walk, 7760",Ireland,Limerick,City,"('Ireland', 'Limerick')",anthony_reid376780591@nickia.com,(+353) 7487183132,;Bakery products;Milling
Anthony Rogers,Anthony,Rogers,454804,2021-11-25,"Fair Alley, 8785",Ireland,Dublin,City,"('Ireland', 'Dublin')",anthony_rogers267786739@grannar.com,(+353) 3585257142,;Poultry and fish;Milling
Anthony Shelton,Anthony,Shelton,461517,2021-04-23,"Adderley   Way, 1586",England,Plymouth,City,"('England', 'Plymouth')",anthony_shelton1584790507@deavo.com,(+44) 4770381507,;Poultry and fish;Fruit and vegetables
Anthony Simpson,Anthony,Simpson,455785,2021-12-26,"Ashley Tunnel, 7031",Ireland,Limerick,City,"('Ireland', 'Limerick')",anthony_simpson1652058214@ubusive.com,(+353) 125730535,;Bakery products;Poultry and fish
Anthony Sinclair,Anthony,Sinclair,448231,2021-10-13,"Arctic   Lane, 9179",Ireland,Limerick,City,"('Ireland', 'Limerick')",anthony_sinclair1094808725@bungar.biz,(+353) 3505033457,;Dairy products;Bakery products;Animal feeds;Milling;Poultry and fish
Anthony Thompson,Anthony,Thompson,457616,2021-10-26,"Fairholt   Vale, 8762",England,Plymouth,City,"('England', 'Plymouth')",anthony_thompson374678525@nickia.com,(+44) 2244151054,;Poultry and fish;Fruit and vegetables
Anthony Wilson,Anthony,Wilson,462007,2021-12-23,"Fairview Alley, 9221",Ireland,Cork,City,"('Ireland', 'Cork')",anthony_wilson731916940@twipet.com,(+353) 4704483375,;Bakery products;Animal feeds
Anthony Wren,Anthony,Wren,459005,2021-10-23,"Linden Avenue, 5098",Ireland,Dublin,City,"('Ireland', 'Dublin')",anthony_wren1980627041@extex.org,(+353) 1684223254,;Dairy products;Milling
Audrey Owen,Audrey,Owen,454111,2021-11-17,"South Drive, 2537",England,Milton Keynes,City,"('England', 'Milton Keynes')",audrey_owen783747920@bungar.biz,(+44) 8582560553,;Dairy products;Fruit and vegetables
Aurelia Broomfield,Aurelia,Broomfield,458518,2021-04-29,"Garfield Road, 6349",Ireland,Waterford,City,"('Ireland', 'Waterford')",aurelia_broomfield119912511@sheye.org,(+353) 3510674884,;Fruit and vegetables;Milling
Aurelia Matthews,Aurelia,Matthews,460221,2021-12-01,"York Way, 106",England,Milton Keynes,City,"('England', 'Milton Keynes')",aurelia_matthews1292115967@guentu.biz,(+44) 4570408183,;Bakery products;Milling
Aurelia Yoman,Aurelia,Yoman,459010,2021-04-27,"Comet House  Street, 3595",Ireland,Limerick,City,"('Ireland', 'Limerick')",aurelia_yoman276230202@joiniaa.com,(+353) 6314522306,;Poultry and fish
Barney Amstead,Barney,Amstead,461401,2021-09-16,"Coalecroft  Avenue, 6325",Ireland,Limerick,City,"('Ireland', 'Limerick')",barney_amstead2112253941@cispeto.com,(+353) 307553838,;Dairy products;Poultry and fish
Barney Bowen,Barney,Bowen,446647,2021-07-04,"Abourne   Boulevard, 4239",England,London,City,"('England', 'London')",barney_bowen1612409800@guentu.biz,(+44) 7434843803,;Bakery products;Meat;Fruit and vegetables
Barney Clarke,Barney,Clarke,460812,2021-08-22,"Spruce Road, 3357",England,Plymouth,City,"('England', 'Plymouth')",barney_clarke856051341@nimogy.biz,(+44) 1433636246,;Dairy products
Barney Collingwood,Barney,Collingwood,458509,2021-05-15,"Cobden  Vale, 1900",England,Milton Keynes,City,"('England', 'Milton Keynes')",barney_collingwood1069546998@fuliss.net,(+44) 8553377853,;Animal feeds;Milling
Barney Collis,Barney,Collis,462003,2021-11-27,"Vincent  Boulevard, 9484",Ireland,Cork,City,"('Ireland', 'Cork')",barney_collis174969563@eirey.tech,(+353) 3040600541,;Bakery products;Poultry and fish
Barney Cox,Barney,Cox,459021,2021-11-24,"Fieldstone Tunnel, 9543",England,Plymouth,City,"('England', 'Plymouth')",barney_cox1017003745@gompie.com,(+44) 552605665,;Bakery products;Dairy products;Fruit and vegetables
